gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3988759399,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/89429273,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Maryland,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.342583,-79.284203,,,,,,,2021-07-19T21:28,19,7,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,89429273,,Timothy Reichard,2021-08-01 03:27:24,CC_BY_NC_4_0,Timothy Reichard,Timothy Reichard,,,2026-06-23 20:23:01.336000+02:00,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3314152560,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/83276130,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Illinois,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,41.342771,-88.389011,27816.0,,,,,,2021-06-16T07:28,16,6,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,83276130,,Sarah R.,2021-06-16 16:17:10,CC_BY_NC_4_0,Sarah R.,Sarah R.,,,2026-06-23 20:20:58.038000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4904247493,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/223997371,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,CA,,Québec,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.60279,-75.052628,,,,,,,2024-06-19T22:09,19,6,2024,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,223997371,,Jean-Marc Vallières,2024-06-20 15:57:58,CC_BY_NC_4_0,Jean-Marc Vallières,Jean-Marc Vallières,,,2026-06-23 20:35:46.457000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3325507534,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/84650042,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.165931,-81.865137,30.0,,,,,,2021-06-26T23:02:07,26,6,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,84650042,,Cody Porter,2021-06-27 03:29:10,CC_BY_NC_4_0,Cody Porter,Cody Porter,,,2026-06-23 20:32:23.373000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4908956990,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/229118756,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.614432,-79.160332,192.0,,,,,,2024-07-08T22:03,8,7,2024,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,229118756,,David George,2024-07-13 21:17:10,CC_BY_4_0,David George,David George,,,2026-06-23 20:43:44.670000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3325825537,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/85054856,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.166095,-81.865342,5.0,,,,,,2021-06-29T23:36:17,29,6,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,85054856,,Cody Porter,2021-06-30 03:57:16,CC_BY_NC_4_0,Cody Porter,Cody Porter,,,2026-06-23 20:54:30.402000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3031590462,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/27802318,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,CA,,Ontario,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.441003,-80.633956,6.0,,,,,,2019-06-27T07:03,27,6,2019,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,27802318,,d_kluza,2021-01-15 00:34:20,CC0_1_0,Ross Dickson,Ross Dickson,,,2026-06-23 20:20:31.585000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3860539382,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/121352304,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.166072,-81.865433,35.0,,,,,,2022-06-11T22:28:13,11,6,2022,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,121352304,,Cody Porter,2022-06-12 02:55:02,CC_BY_NC_4_0,Cody Porter,Cody Porter,,,2026-06-23 20:22:10.327000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4952290732,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/243699580,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,CA,,Québec,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.647584,-75.994414,5.0,,,,,,2024-07-04T02:32,4,7,2024,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,243699580,,Jonathan Gagnon,2024-09-24 00:02:54,CC_BY_NC_4_0,Jonathan Gagnon,Jonathan Gagnon,,,2026-06-23 20:51:07.782000+02:00,StillImage;StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3343823490,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/86944024,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,North Carolina,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.165986,-81.865303,4.0,,,,,,2021-07-13T23:36:54,13,7,2021,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,86944024,,Cody Porter,2021-07-14 03:40:42,CC_BY_NC_4_0,Cody Porter,Cody Porter,,,2026-06-23 20:48:17.467000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
3881732321,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/29266521,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Oklahoma,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.223494,-95.902819,,,,,,,2019-07-20T22:40:55,20,7,2019,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,29266521,,Leah Nelson,2019-07-21 19:57:38,CC_BY_NC_4_0,Leah Nelson,Leah Nelson,,,2026-06-23 20:55:37.761000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
4855498814,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/213896325,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crocidophora,Crocidophora serratissimalis,,SPECIES,"Crocidophora serratissimalis Zeller, 1872",Crocidophora serratissimalis,,US,,Missouri,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.258134,-92.021564,28.0,,,,,,2024-05-05T22:16,5,5,2024,ZK2F,ZK2F,HUMAN_OBSERVATION,iNaturalist,Observations,213896325,,Gary L. Zerbe,2024-05-06 03:41:57,CC_BY_NC_4_0,Gary L. Zerbe,Gary L. Zerbe,,,2026-06-23 20:43:15.635000+02:00,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
