doi,name,description,keywords,license,temporalCoverage,spatialCoverage,supplement_to,license_name,topic
doi:10.1594/PANGAEA.995416,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Biological Classification
doi:10.1594/PANGAEA.823557,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.811936,True,True,False,True,False,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.816337,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.817843,True,False,True,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.743989,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.896334,True,False,False,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.888737,True,False,False,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Biosphere
doi:10.1594/PANGAEA.984740,True,False,True,True,False,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.184948,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.737898,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.78873,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.857351,True,True,False,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.864475,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.847831,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.834712,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.833961,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.684692,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.805716,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.773178,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.965981,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.917841,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.972048,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.78804,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.846015,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.53385,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.834313,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.865212,True,True,False,True,False,False,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.860523,True,True,False,False,True,True,True,,Biosphere
doi:10.1594/PANGAEA.810726,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.884874,True,False,False,True,True,True,False,Creative Commons Attribution-ShareAlike 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.810300,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.657062,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.77899,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.826040,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.834761,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.961147,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.964288,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.823553,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.649484,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.813408,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.881387,True,False,False,True,False,False,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.819157,True,False,False,True,False,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.888284,True,False,False,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Biosphere
doi:10.1594/PANGAEA.864510,True,False,False,True,True,True,False,Licensing unknown: Please contact principal investigator/authors to gain access and request licensing terms,Biosphere
doi:10.1594/PANGAEA.940573,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.841975,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.932762,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.547835,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.941896,True,True,True,True,False,False,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.890698,True,True,True,True,True,True,True,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.972437,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.777045,True,False,False,True,True,True,False,Creative Commons Attribution 3.0 Unported,Biosphere
doi:10.1594/PANGAEA.937738,True,True,True,True,True,True,False,Creative Commons Attribution 4.0 International,Biosphere
doi:10.1594/PANGAEA.940805,True,True,True,True,False,True,False,Creative Commons Attribution 4.0 International,Biosphere
