Event,Latitude,Longitude,Depth ice/snow,Depth ice/snow top,Depth ice/snow bot,Date/Time,Density snow
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.025,0.0,0.05,2021-12-10 13:50:00,300
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.075,0.05,0.1,2021-12-10 13:50:00,440
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.125,0.1,0.15,2021-12-10 13:50:00,400
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.175,0.15,0.2,2021-12-10 13:50:00,400
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.225,0.2,0.25,2021-12-10 13:50:00,380
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.275,0.25,0.3,2021-12-10 13:50:00,400
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.35,0.3,0.4,2021-12-10 13:50:00,398
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.45,0.4,0.5,2021-12-10 13:50:00,419
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.55,0.5,0.6,2021-12-10 13:50:00,398
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.65,0.6,0.7,2021-12-10 13:50:00,429
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.75,0.7,0.8,2021-12-10 13:50:00,303
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.85,0.8,0.9,2021-12-10 13:50:00,440
DML21/22_Refl01LG,-73.3207196,-13.0862495,0.95,0.9,1.0,2021-12-10 13:50:00,398
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.05,1.0,1.1,2021-12-10 13:50:00,440
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.15,1.1,1.2,2021-12-10 13:50:00,460
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.25,1.2,1.3,2021-12-10 13:50:00,481
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.65,1.6,1.7,2021-12-10 13:50:00,408
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.75,1.7,1.8,2021-12-10 13:50:00,481
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.85,1.8,1.9,2021-12-10 13:50:00,460
DML21/22_Refl01LG,-73.3207196,-13.0862495,1.95,1.9,2.0,2021-12-10 13:50:00,502
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.05,2.0,2.1,2021-12-10 13:50:00,628
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.15,2.1,2.2,2021-12-10 13:50:00,356
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.25,2.2,2.3,2021-12-10 13:50:00,419
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.36,2.3,2.41,2021-12-10 13:50:00,552
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.45,2.41,2.5,2021-12-10 13:50:00,267
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.55,2.5,2.6,2021-12-10 13:50:00,398
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.65,2.6,2.7,2021-12-10 13:50:00,513
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.75,2.7,2.8,2021-12-10 13:50:00,565
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.85,2.8,2.9,2021-12-10 13:50:00,513
DML21/22_Refl01LG,-73.3207196,-13.0862495,2.95,2.9,3.0,2021-12-10 13:50:00,492
DML21/22_QR3,-73.1372509,-13.6521898,0.05,0.0,0.1,2021-12-13 10:20:00,373
DML21/22_QR3,-73.1372509,-13.6521898,0.15,0.1,0.2,2021-12-13 10:20:00,247
DML21/22_QR3,-73.1372509,-13.6521898,0.25,0.2,0.3,2021-12-13 10:20:00,393
DML21/22_QR3,-73.1372509,-13.6521898,0.35,0.3,0.4,2021-12-13 10:20:00,398
DML21/22_QR3,-73.1372509,-13.6521898,0.45,0.4,0.5,2021-12-13 10:20:00,205
DML21/22_QR3,-73.1372509,-13.6521898,0.55,0.5,0.6,2021-12-13 10:20:00,157
DML21/22_QR3,-73.1372509,-13.6521898,0.65,0.6,0.7,2021-12-13 10:20:00,178
DML21/22_QR3,-73.1372509,-13.6521898,0.75,0.7,0.8,2021-12-13 10:20:00,184
DML21/22_QR3,-73.1372509,-13.6521898,0.85,0.8,0.9,2021-12-13 10:20:00,213
DML21/22_QR3,-73.1372509,-13.6521898,0.95,0.9,1.0,2021-12-13 10:20:00,151
DML21/22_QR3,-73.1372509,-13.6521898,1.05,1.0,1.1,2021-12-13 10:20:00,247
DML21/22_QR3,-73.1372509,-13.6521898,1.15,1.1,1.2,2021-12-13 10:20:00,241
DML21/22_QR3,-73.1372509,-13.6521898,1.25,1.2,1.3,2021-12-13 10:20:00,241
DML21/22_QR3,-73.1372509,-13.6521898,1.35,1.3,1.4,2021-12-13 10:20:00,408
DML21/22_QR3,-73.1372509,-13.6521898,1.45,1.4,1.5,2021-12-13 10:20:00,251
DML21/22_QR3,-73.1372509,-13.6521898,1.55,1.5,1.6,2021-12-13 10:20:00,220
DML21/22_QR3,-73.1372509,-13.6521898,1.65,1.6,1.71,2021-12-13 10:20:00,419
DML21/22_QR3,-73.1372509,-13.6521898,1.76,1.71,1.81,2021-12-13 10:20:00,220
DML21/22_QR3,-73.1372509,-13.6521898,1.87,1.81,1.93,2021-12-13 10:20:00,384
DML21/22_QR3,-73.1372509,-13.6521898,1.98,1.93,2.03,2021-12-13 10:20:00,439
DML21/22_QR3,-73.1372509,-13.6521898,2.08,2.03,2.13,2021-12-13 10:20:00,586
DML21/22_QR3,-73.1372509,-13.6521898,2.18,2.13,2.23,2021-12-13 10:20:00,481
DML21/22_QR3,-73.1372509,-13.6521898,2.28,2.23,2.33,2021-12-13 10:20:00,492
DML21/22_QR3,-73.1372509,-13.6521898,2.38,2.33,2.43,2021-12-13 10:20:00,492
DML21/22_QR3,-73.1372509,-13.6521898,2.48,2.43,2.53,2021-12-13 10:20:00,419
DML21/22_QR3,-73.1372509,-13.6521898,2.58,2.53,2.63,2021-12-13 10:20:00,460
DML21/22_QR3,-73.1372509,-13.6521898,2.68,2.63,2.73,2021-12-13 10:20:00,377
DML21/22_QR3,-73.1372509,-13.6521898,2.78,2.73,2.83,2021-12-13 10:20:00,398
DML21/22_QR3,-73.1372509,-13.6521898,2.88,2.83,2.93,2021-12-13 10:20:00,460
DML21/22_QR3,-73.1372509,-13.6521898,2.98,2.93,3.03,2021-12-13 10:20:00,502
DML21/22_QR3,-73.1372509,-13.6521898,3.08,3.03,3.13,2021-12-13 10:20:00,460
DML21/22_QR3,-73.1372509,-13.6521898,3.18,3.13,3.23,2021-12-13 10:20:00,523
DML21/22_QR3,-73.1372509,-13.6521898,3.28,3.23,3.33,2021-12-13 10:20:00,439
DML21/22_QR3,-73.1372509,-13.6521898,3.36,3.33,3.39,2021-12-13 10:20:00,767
DML21/22_QR3,-73.1372509,-13.6521898,3.44,3.39,3.49,2021-12-13 10:20:00,460
DML21/22_QR3,-73.1372509,-13.6521898,3.54,3.49,3.59,2021-12-13 10:20:00,419
DML21/22_QR3,-73.1372509,-13.6521898,3.64,3.59,3.69,2021-12-13 10:20:00,335
DML21/22_QR3,-73.1372509,-13.6521898,3.75,3.69,3.81,2021-12-13 10:20:00,419
DML21/22_R02LG,-73.0379385,-13.3827155,0.05,0.0,0.1,2021-12-13 15:30:00,314
DML21/22_R02LG,-73.0379385,-13.3827155,0.15,0.1,0.21,2021-12-13 15:30:00,513
DML21/22_R02LG,-73.0379385,-13.3827155,0.25,0.21,0.3,2021-12-13 15:30:00,408
DML21/22_R02LG,-73.0379385,-13.3827155,0.35,0.3,0.4,2021-12-13 15:30:00,513
DML21/22_R02LG,-73.0379385,-13.3827155,0.45,0.4,0.5,2021-12-13 15:30:00,460
DML21/22_R02LG,-73.0379385,-13.3827155,0.55,0.5,0.6,2021-12-13 15:30:00,471
DML21/22_R02LG,-73.0379385,-13.3827155,0.65,0.6,0.7,2021-12-13 15:30:00,460
DML21/22_R02LG,-73.0379385,-13.3827155,0.75,0.7,0.8,2021-12-13 15:30:00,419
DML21/22_R02LG,-73.0379385,-13.3827155,0.85,0.8,0.91,2021-12-13 15:30:00,504
DML21/22_R02LG,-73.0379385,-13.3827155,0.97,0.91,1.02,2021-12-13 15:30:00,495
DML21/22_R02LG,-73.0379385,-13.3827155,1.07,1.02,1.11,2021-12-13 15:30:00,366
DML21/22_R02LG,-73.0379385,-13.3827155,1.16,1.11,1.21,2021-12-13 15:30:00,523
DML21/22_R02LG,-73.0379385,-13.3827155,1.26,1.21,1.31,2021-12-13 15:30:00,439
DML21/22_R02LG,-73.0379385,-13.3827155,1.36,1.31,1.41,2021-12-13 15:30:00,471
DML21/22_R02LG,-73.0379385,-13.3827155,1.46,1.41,1.51,2021-12-13 15:30:00,429
DML21/22_R02LG,-73.0379385,-13.3827155,1.57,1.51,1.63,2021-12-13 15:30:00,340
DML21/22_R02LG,-73.0379385,-13.3827155,1.65,1.63,1.67,2021-12-13 15:30:00,340
DML21/22_R02LG,-73.0379385,-13.3827155,1.72,1.67,1.77,2021-12-13 15:30:00,398
