Height,Date/Time,Date/time end,Time min,dN/dlogDp(92.87),dN/dlogDp(98.89),dN/dlogDp(105.29),dN/dlogDp(112.11),dN/dlogDp(119.38),dN/dlogDp(127.11),dN/dlogDp(135.34),dN/dlogDp(144.11),dN/dlogDp(153.45),dN/dlogDp(163.39),dN/dlogDp(173.97),dN/dlogDp(185.24),dN/dlogDp(197.25),dN/dlogDp(210.03),dN/dlogDp(223.63),dN/dlogDp(238.12),dN/dlogDp(253.55),dN/dlogDp(269.97),dN/dlogDp(287.46),dN/dlogDp(306.08),dN/dlogDp(325.91),dN/dlogDp(347.02),dN/dlogDp(369.51),dN/dlogDp(393.45),dN/dlogDp(418.93),dN/dlogDp(446.08),dN/dlogDp(474.98),dN/dlogDp(505.75),dN/dlogDp(538.51),dN/dlogDp(573.40),dN/dlogDp(610.54),dN/dlogDp(650.09),dN/dlogDp(692.21),dN/dlogDp(737.05),dN/dlogDp(784.80),dN/dlogDp(835.64),dN/dlogDp(889.78),dN/dlogDp(947.42),dN/dlogDp(1008.8),dN/dlogDp(1074.15),dN/dlogDp(1143.74),dN/dlogDp(1217.84),dN/dlogDp(1296.74),dN/dlogDp(1380.74),dN/dlogDp(1470.19),dN/dlogDp(1565.43),dN/dlogDp(1666.85),dN/dlogDp(1774.83),dN/dlogDp(1889.81),dN/dlogDp(2012.24),dN/dlogDp(2142.60),dN/dlogDp(2281.41),dN/dlogDp(2429.21),dN/dlogDp(2586.58),dN/dlogDp(2754.15),dN/dlogDp(2932.57),dN/dlogDp(3122.55),dN/dlogDp(3324.84),dN/dlogDp(3540.24),dN/dlogDp(3769.59),dN/dlogDp(4013.80),dN/dlogDp(4273.82),dN/dlogDp(4550.70),dN/dlogDp(4845.51),Event,Latitude,Longitude,Elevation
7,2018-04-28 00:00:00,2018-04-28T01:00,60,46.65,46.52,44.54,40.64,37.69,32.86,27.48,22.37,19.26,16.17,13.01,10.71,9.08,7.47,7.58,7.6,6.15,6.85,6.11,7.38,5.58,5.49,6.03,5.33,2.98,1.72,1.91,1.36,1.2,0.91,0.9,0.63,0.44,0.42,0.22,0.28,0.17,0.12,0.07,0.03,0.02,0.01,0.01,0.01,0.02,0.02,0.04,0.06,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 01:00:00,2018-04-28T01:55,55,42.78,45.71,41.9,37.83,33.06,29.71,25.21,22.1,17.17,14.07,11.46,9.49,8.0,7.25,7.34,6.75,5.92,6.04,5.4,6.77,5.05,5.04,5.35,5.05,2.57,1.45,1.68,1.18,0.95,1.02,0.65,0.5,0.44,0.25,0.25,0.19,0.1,0.15,0.1,0.01,0.0,0.01,0.01,0.01,0.01,0.0,0.03,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 01:55:00,2018-04-28T03:00,65,43.26,44.85,43.43,39.13,34.98,29.46,25.29,20.08,16.26,12.73,10.46,8.2,7.25,6.46,5.92,6.22,5.7,5.55,5.24,5.75,4.51,5.03,4.98,4.37,2.53,1.41,1.42,1.27,0.87,0.73,0.82,0.51,0.34,0.4,0.22,0.22,0.11,0.11,0.04,0.03,0.07,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 03:00:00,2018-04-28T04:00,60,41.67,41.12,40.02,38.21,32.18,27.92,23.3,19.05,15.85,13.18,10.17,8.48,6.88,6.73,6.0,6.17,6.1,5.91,5.39,6.8,5.11,5.07,5.32,4.09,2.49,1.54,1.18,1.13,0.97,1.15,0.59,0.63,0.43,0.22,0.19,0.2,0.05,0.12,0.06,0.01,0.0,0.01,0.03,0.05,0.02,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 04:00:00,2018-04-28T04:55,55,41.76,41.48,40.92,37.59,33.11,28.28,24.69,20.04,15.91,13.93,10.9,9.12,8.17,6.81,6.65,6.76,6.07,6.84,5.93,7.49,5.51,5.64,5.5,4.39,3.21,1.94,1.71,1.32,1.45,1.06,1.09,0.83,0.82,0.51,0.35,0.22,0.21,0.31,0.04,0.01,0.01,0.05,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 04:55:00,2018-04-28T06:00,65,38.98,39.5,39.35,34.19,30.34,26.16,22.21,19.45,14.91,11.95,10.23,8.75,7.1,6.6,7.16,6.18,5.95,6.07,5.02,7.03,4.09,5.04,4.42,3.85,2.46,1.5,1.37,1.33,1.19,0.97,0.68,0.81,0.58,0.48,0.43,0.35,0.2,0.26,0.15,0.01,0.07,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 06:00:00,2018-04-28T07:00,60,40.16,39.74,37.59,35.09,30.25,26.88,21.43,17.2,14.84,11.76,9.61,7.96,6.83,5.53,5.49,5.7,5.43,4.97,4.76,5.91,4.49,4.92,4.86,4.47,2.73,1.96,1.69,1.43,1.09,1.17,0.91,0.58,0.53,0.43,0.42,0.35,0.33,0.23,0.15,0.05,0.02,0.01,0.04,0.0,0.0,0.0,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 07:00:00,2018-04-28T07:55,55,41.35,41.51,40.86,36.21,31.04,27.24,22.61,18.53,15.59,12.41,9.9,8.36,7.38,6.29,6.28,6.08,5.84,5.73,5.7,6.14,5.11,5.62,5.45,4.66,3.57,1.92,1.76,1.64,1.75,1.33,1.03,0.99,0.75,0.33,0.21,0.42,0.36,0.26,0.1,0.09,0.06,0.09,0.07,0.05,0.04,0.01,0.06,0.04,0.04,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 07:55:00,2018-04-28T09:00,65,45.97,45.88,43.89,39.88,35.13,29.04,25.08,19.75,15.88,13.5,10.46,9.12,7.61,6.54,6.56,5.96,5.09,5.1,4.97,6.01,4.8,5.38,5.45,4.73,3.03,1.7,1.91,1.55,1.28,1.39,1.11,0.69,0.73,0.54,0.36,0.43,0.35,0.28,0.1,0.05,0.05,0.06,0.04,0.01,0.05,0.05,0.04,0.02,0.04,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 09:00:00,2018-04-28T10:00,60,44.06,40.2,39.3,34.53,31.57,24.67,21.3,16.57,13.79,10.47,8.71,7.42,6.24,5.54,4.97,5.02,3.96,4.26,3.67,4.58,3.4,3.54,3.2,3.11,1.97,1.24,1.25,0.92,1.06,0.82,0.66,0.82,0.34,0.37,0.3,0.18,0.15,0.22,0.05,0.06,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 10:00:00,2018-04-28T10:55,55,46.52,46.44,43.16,39.75,34.05,29.44,22.87,19.56,15.44,12.5,8.52,6.85,6.05,5.52,4.53,4.11,3.69,3.62,2.96,3.52,2.3,3.13,2.9,2.66,1.56,0.98,0.88,0.76,0.6,0.62,0.49,0.33,0.26,0.22,0.17,0.09,0.11,0.16,0.06,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 10:55:00,2018-04-28T11:55,60,44.81,45.56,42.29,39.35,32.9,27.88,23.1,18.65,14.7,11.3,8.64,6.55,5.15,4.56,4.21,3.56,3.81,3.18,2.97,3.67,3.21,3.1,2.98,2.88,2.07,1.23,1.35,1.08,0.89,0.75,0.63,0.54,0.32,0.31,0.19,0.25,0.22,0.14,0.04,0.01,0.02,0.03,0.0,0.01,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 11:55:00,2018-04-28T12:55,60,43.09,40.7,39.25,35.33,31.11,26.31,22.57,17.78,13.53,10.96,8.2,6.61,5.53,4.33,4.22,4.27,3.61,3.26,2.99,4.06,3.18,2.88,3.31,2.54,2.03,1.21,1.11,0.99,0.82,0.83,0.6,0.53,0.32,0.42,0.25,0.19,0.14,0.25,0.1,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 12:55:00,2018-04-28T13:55,60,39.19,37.39,37.04,33.12,27.67,22.95,19.38,14.73,11.32,8.28,6.61,4.76,3.83,3.24,2.89,2.39,2.67,2.2,1.84,2.18,1.56,1.87,2.07,2.06,1.34,0.81,0.73,0.59,0.65,0.46,0.38,0.42,0.19,0.23,0.22,0.1,0.07,0.11,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 13:55:00,2018-04-28T14:55,60,35.32,35.01,32.75,28.68,23.58,19.35,15.94,12.23,8.99,7.73,5.54,4.42,3.34,2.66,2.4,2.25,2.01,1.77,1.53,1.72,1.41,1.33,1.46,1.19,1.02,0.52,0.64,0.48,0.31,0.25,0.26,0.13,0.11,0.11,0.07,0.07,0.05,0.09,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 14:55:00,2018-04-28T15:55,60,35.21,34.98,31.37,27.14,23.84,19.53,15.96,11.59,9.16,7.09,5.65,3.93,3.92,2.91,2.75,2.54,2.16,1.83,1.68,2.22,1.43,1.74,1.72,1.28,1.07,0.64,0.6,0.37,0.57,0.28,0.26,0.21,0.21,0.11,0.12,0.14,0.05,0.07,0.05,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 15:55:00,2018-04-28T16:55,60,36.27,34.98,32.69,28.14,24.2,19.16,16.19,12.57,9.62,7.86,5.89,5.33,4.44,3.73,3.04,2.62,2.5,2.12,2.25,2.76,1.75,1.87,1.91,1.46,1.06,0.66,0.59,0.67,0.42,0.31,0.33,0.21,0.2,0.09,0.1,0.11,0.06,0.06,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 16:55:00,2018-04-28T18:00,65,37.11,34.05,32.85,28.16,23.68,20.38,15.19,12.67,9.44,8.19,5.65,4.69,3.52,3.05,3.09,2.39,2.31,1.81,1.71,1.88,1.55,1.16,1.33,1.22,0.51,0.38,0.35,0.24,0.28,0.14,0.12,0.12,0.07,0.07,0.04,0.05,0.02,0.05,0.04,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 18:00:00,2018-04-28T19:00,60,35.0,34.58,32.56,28.44,24.16,19.47,15.96,12.76,8.88,8.32,5.72,4.5,3.67,3.15,2.36,2.04,2.02,1.56,1.19,1.76,1.12,1.08,0.86,0.97,0.64,0.37,0.31,0.26,0.11,0.21,0.18,0.16,0.14,0.05,0.05,0.05,0.02,0.06,0.05,0.0,0.0,0.02,0.02,0.01,0.0,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 19:00:00,2018-04-28T19:55,55,35.63,35.07,32.08,28.02,23.66,19.61,15.13,11.65,9.33,6.6,5.16,3.79,3.22,2.73,2.09,1.64,1.54,1.42,1.32,1.21,0.82,0.72,0.81,0.68,0.45,0.32,0.26,0.11,0.14,0.16,0.11,0.12,0.06,0.07,0.06,0.09,0.04,0.04,0.01,0.01,0.04,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 19:55:00,2018-04-28T20:55,60,35.15,34.99,34.56,30.39,25.8,20.24,16.76,12.38,8.89,7.34,5.11,4.54,3.4,2.51,1.96,1.85,1.7,1.39,1.12,1.13,0.8,0.75,0.76,0.74,0.31,0.26,0.24,0.24,0.2,0.11,0.17,0.14,0.11,0.09,0.05,0.05,0.05,0.06,0.05,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 20:55:00,2018-04-28T21:55,60,38.89,37.81,37.13,32.48,27.26,22.26,19.21,13.72,10.99,8.55,5.86,4.63,3.56,2.89,2.45,2.19,2.03,1.81,1.39,1.6,0.97,0.96,0.84,0.87,0.49,0.32,0.26,0.22,0.21,0.31,0.15,0.2,0.07,0.09,0.05,0.06,0.1,0.05,0.01,0.0,0.02,0.01,0.0,0.02,0.04,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 21:55:00,2018-04-28T22:55,60,39.09,40.03,36.74,33.91,28.06,23.32,18.99,14.49,11.68,8.75,6.78,4.71,4.02,2.82,2.76,2.44,1.72,1.84,1.52,1.48,1.07,0.95,0.88,0.81,0.64,0.37,0.36,0.26,0.21,0.3,0.22,0.11,0.11,0.12,0.07,0.07,0.05,0.07,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-28 22:55:00,2018-04-29T00:00,65,35.65,36.07,36.32,31.54,25.32,21.35,16.42,12.96,9.43,7.5,6.18,3.92,3.3,2.68,2.14,2.13,1.57,1.17,1.18,1.22,0.68,0.8,0.72,0.76,0.43,0.21,0.25,0.19,0.08,0.11,0.07,0.15,0.18,0.06,0.09,0.06,0.07,0.07,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 00:00:00,2018-04-29T01:00,60,37.16,36.67,35.43,31.76,27.16,22.94,18.16,14.11,10.64,8.31,6.04,4.71,3.91,2.89,2.77,1.96,1.76,1.53,1.49,1.46,0.96,0.84,0.89,0.69,0.37,0.26,0.23,0.17,0.17,0.17,0.15,0.15,0.06,0.08,0.15,0.04,0.01,0.05,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 01:00:00,2018-04-29T01:55,55,36.34,36.66,34.79,30.02,27.1,22.03,17.09,14.25,10.67,7.9,5.79,4.24,3.29,2.63,2.29,2.08,1.83,1.6,1.37,1.36,1.17,0.81,0.87,0.77,0.45,0.24,0.21,0.19,0.27,0.16,0.15,0.12,0.04,0.09,0.04,0.06,0.04,0.06,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 01:55:00,2018-04-29T03:00,65,35.62,35.69,35.35,30.87,26.5,22.32,17.48,13.53,9.86,7.8,5.61,4.37,3.39,2.67,2.23,1.94,1.59,1.35,1.23,1.22,0.72,0.71,0.73,0.64,0.52,0.25,0.2,0.21,0.2,0.25,0.18,0.14,0.08,0.07,0.05,0.05,0.07,0.05,0.02,0.01,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 03:00:00,2018-04-29T04:00,60,40.38,40.41,38.88,34.15,28.92,24.39,20.27,15.72,11.39,9.72,6.2,4.94,3.5,2.9,2.73,2.56,1.8,1.93,1.32,1.6,1.02,0.96,1.03,0.99,0.55,0.26,0.38,0.31,0.25,0.14,0.28,0.1,0.09,0.1,0.06,0.09,0.11,0.05,0.0,0.02,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 04:00:00,2018-04-29T04:55,55,40.47,42.64,41.52,35.14,31.23,26.2,20.19,16.08,11.65,9.94,7.13,6.12,4.71,3.58,3.22,3.03,2.31,2.36,1.76,2.13,1.39,1.32,1.5,1.45,0.8,0.43,0.35,0.48,0.38,0.38,0.37,0.2,0.28,0.11,0.05,0.06,0.05,0.09,0.04,0.0,0.01,0.02,0.01,0.0,0.01,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 04:55:00,2018-04-29T06:00,65,41.82,42.33,40.84,37.55,31.8,26.37,21.54,17.11,12.96,10.43,7.84,6.38,4.85,4.05,3.9,2.73,2.77,2.58,2.38,2.45,1.76,1.69,2.11,1.48,1.05,0.71,0.42,0.49,0.45,0.38,0.31,0.22,0.06,0.06,0.11,0.08,0.11,0.11,0.04,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 06:00:00,2018-04-29T07:00,60,44.74,45.46,42.51,38.14,33.11,26.72,21.68,17.27,13.42,10.54,7.5,6.79,5.3,3.98,3.45,3.16,2.63,2.82,2.33,2.87,1.76,2.05,1.97,1.72,1.36,0.7,0.74,0.75,0.58,0.57,0.42,0.37,0.17,0.18,0.11,0.12,0.06,0.09,0.06,0.01,0.01,0.01,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 07:00:00,2018-04-29T07:55,55,47.57,47.35,46.56,41.12,34.53,28.8,22.97,18.26,13.75,10.62,8.53,6.58,4.82,4.05,3.42,2.9,2.51,2.67,2.34,2.3,1.86,1.77,1.92,1.74,1.44,0.66,0.86,0.86,0.38,0.47,0.37,0.29,0.35,0.18,0.12,0.07,0.1,0.06,0.09,0.0,0.0,0.01,0.04,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 07:55:00,2018-04-29T08:55,60,50.84,49.93,47.25,42.76,35.22,30.22,24.92,19.06,14.82,11.54,9.0,6.82,5.24,4.48,3.63,3.47,3.11,2.32,2.23,2.63,2.04,2.06,2.02,1.99,1.22,0.75,0.81,0.73,0.6,0.6,0.48,0.26,0.29,0.21,0.16,0.12,0.15,0.1,0.05,0.01,0.0,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 08:55:00,2018-04-29T09:55,60,55.17,55.82,54.17,49.34,39.92,34.41,27.18,21.86,16.39,13.13,9.87,7.94,6.55,5.14,4.25,4.04,3.81,3.05,2.62,2.91,1.76,2.12,2.19,1.95,1.22,0.75,0.9,0.65,0.62,0.82,0.52,0.43,0.32,0.3,0.31,0.21,0.17,0.26,0.06,0.04,0.0,0.02,0.04,0.0,0.0,0.05,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 09:55:00,2018-04-29T10:55,60,68.97,67.97,64.29,55.91,49.3,42.06,33.69,26.11,21.04,16.92,13.07,10.06,7.85,6.49,5.4,5.57,4.57,4.28,3.55,4.03,3.09,2.76,2.58,2.73,1.67,1.24,1.0,0.75,0.86,0.64,0.55,0.5,0.4,0.44,0.26,0.23,0.22,0.38,0.17,0.06,0.05,0.01,0.06,0.06,0.01,0.01,0.06,0.05,0.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 10:55:00,2018-04-29T12:00,65,77.75,78.16,73.55,63.37,56.15,46.66,39.37,32.79,25.6,20.13,16.42,13.61,10.91,9.48,8.54,7.42,7.1,6.22,5.4,5.93,4.29,3.65,3.75,3.32,1.83,1.01,1.01,0.9,0.97,0.72,0.49,0.64,0.44,0.35,0.26,0.26,0.2,0.17,0.04,0.0,0.0,0.01,0.02,0.01,0.03,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 12:00:00,2018-04-29T13:00,60,89.89,89.34,84.55,74.57,63.95,54.92,44.64,35.09,29.39,23.9,18.61,14.83,12.07,10.42,8.57,7.85,7.19,6.46,5.53,5.96,3.68,4.2,3.43,3.04,2.02,0.99,1.23,0.77,0.76,0.62,0.65,0.59,0.59,0.35,0.27,0.18,0.14,0.19,0.06,0.01,0.04,0.0,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 13:00:00,2018-04-29T13:55,55,88.05,86.08,83.28,71.32,62.91,52.92,43.28,35.79,27.58,21.4,17.71,13.94,11.93,9.63,8.76,7.4,6.77,5.86,5.27,5.33,4.16,3.71,3.68,3.09,1.93,1.36,1.08,0.89,0.84,0.8,0.58,0.57,0.43,0.22,0.32,0.2,0.22,0.18,0.02,0.02,0.01,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 13:55:00,2018-04-29T15:00,65,92.85,92.47,85.41,75.88,65.63,56.29,47.24,35.51,28.54,23.44,18.87,14.83,12.41,10.39,9.3,8.41,7.75,6.49,5.94,5.97,4.66,4.36,3.96,3.24,2.12,1.12,1.01,1.12,0.89,0.73,0.7,0.47,0.44,0.26,0.22,0.17,0.11,0.19,0.07,0.04,0.05,0.0,0.04,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 15:00:00,2018-04-29T16:00,60,94.03,93.01,87.7,78.1,67.68,55.61,46.02,37.97,29.99,25.3,18.03,15.41,11.65,10.65,9.7,8.57,7.83,7.29,6.18,6.96,4.44,4.32,4.12,3.74,2.35,1.34,1.17,0.85,0.87,0.75,0.53,0.47,0.39,0.39,0.29,0.15,0.12,0.16,0.04,0.05,0.01,0.0,0.01,0.01,0.02,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 16:00:00,2018-04-29T16:55,55,94.54,92.6,86.85,77.14,67.43,55.54,47.56,36.79,29.25,23.49,18.43,14.95,12.24,9.96,9.34,9.25,7.22,6.87,6.5,6.67,4.64,4.26,4.08,3.84,2.05,1.31,1.22,1.02,0.75,0.69,0.58,0.44,0.31,0.25,0.2,0.12,0.13,0.18,0.06,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
7,2018-04-29 16:55:00,2018-04-29T17:55,60,94.13,89.11,84.27,73.78,64.54,53.89,42.65,35.7,27.62,22.97,18.16,14.46,12.04,10.55,9.14,8.74,7.92,6.79,6.02,6.56,4.33,3.91,3.98,3.37,2.06,1.18,1.14,0.87,0.62,0.75,0.61,0.44,0.41,0.17,0.21,0.16,0.22,0.12,0.06,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neumayer_SPUSO,-70.65,-8.25,42.0
