Event,Latitude,Longitude,Site,Source,URL ref,δ34S Py,Age,Samp type,Dist shore,Water depth descr,Elevation,Depth sed,SR,CH4,Main lith,CaCO3,TOC,Analyt method,Date/Time
KOT97-6GC,43.6745,30.1257,KOT97-6GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,20.9,,Sediment core,,Slope,-396.0,2.7,,High,,,,CRS,1997-09-12 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-37.4,,Sediment core,132.0,Slope,-1176.0,0.3,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-33.9,,Sediment core,132.0,Slope,-1176.0,0.5,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-29.7,,Sediment core,132.0,Slope,-1176.0,0.7,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-30.9,,Sediment core,132.0,Slope,-1176.0,0.9,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-36.8,,Sediment core,132.0,Slope,-1176.0,1.1,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-20.1,,Sediment core,132.0,Slope,-1176.0,1.3,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-16.3,,Sediment core,132.0,Slope,-1176.0,1.5,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-22.0,,Sediment core,132.0,Slope,-1176.0,1.7,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-17.8,,Sediment core,132.0,Slope,-1176.0,1.9,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-29.7,,Sediment core,132.0,Slope,-1176.0,2.1,,High,,14.8,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-22.9,,Sediment core,132.0,Slope,-1176.0,2.3,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,12.6,,Sediment core,132.0,Slope,-1176.0,2.5,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,7.6,,Sediment core,132.0,Slope,-1176.0,2.7,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,9.2,,Sediment core,132.0,Slope,-1176.0,2.9,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,1.5,,Sediment core,132.0,Slope,-1176.0,3.1,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-3.2,,Sediment core,132.0,Slope,-1176.0,3.3,,High,,19.99,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-1.7,,Sediment core,132.0,Slope,-1176.0,3.5,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-1.0,,Sediment core,132.0,Slope,-1176.0,3.7,,High,,,,CRS,1997-09-18 00:00:00
KOT97-7GC,43.5268,30.2222,KOT97-7GC,Jorgensen et al. (2004),doi:10.1016/j.gca.2003.07.017,-2.3,,Sediment core,132.0,Slope,-1176.0,4.5,,High,,,,CRS,1997-09-18 00:00:00
KOT97-3GC,43.8508,30.1742,KOT97-3GC,Jorgensen (2005),doi:10.1594/PANGAEA.266985,2.4,,Sediment core,118.0,Shelf,-100.0,1.0,,Low,,,,CRS,1997-09-07 00:00:00
KOT97-3GC,43.8508,30.1742,KOT97-3GC,Jorgensen (2005),doi:10.1594/PANGAEA.266985,-4.4,,Sediment core,118.0,Shelf,-100.0,1.2,,Low,,,,CRS,1997-09-07 00:00:00
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-35.0,67.0,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-39.0,66.9,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-37.0,66.9,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-22.0,66.8,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-29.0,66.8,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-33.0,66.7,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-25.0,66.7,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-26.0,66.6,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-36.0,66.6,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-35.0,66.5,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-37.0,66.4,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-20.0,66.4,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-21.0,66.3,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-28.0,66.3,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-35.0,66.2,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-34.0,66.2,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-35.0,66.1,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-33.0,66.1,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-8.0,66.0,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-13.0,65.9,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-10.0,65.8,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,0.0,65.8,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-8.0,65.7,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-20.0,65.6,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-22.0,65.5,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-23.0,65.4,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-20.0,65.3,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-21.0,65.3,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-28.0,65.2,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-27.0,65.1,Rock,,,,,,,Mud,,,Other,
Kajiwara_Kaiho_1992_K,43.0,142.0,Kawaruppu,Kajiwara & Kaiho (1992),doi:10.1016/0031-0182(92)90012-T,-22.0,65.0,Rock,,,,,,,Mud,,,Other,
Kaplan_etal_1963_1,33.2,-118.5,"Unnamed, location 1",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-29.9,,Sediment core,59.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_1,33.2,-118.5,"Unnamed, location 1",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-34.0,,Sediment core,59.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_1,33.2,-118.5,"Unnamed, location 1",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-7.7,,Sediment core,59.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_2,32.67,-117.59,"Unnamed, location 2",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,3.1,,Sediment core,31.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_2,32.67,-117.59,"Unnamed, location 2",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-28.8,,Sediment core,31.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_2,32.67,-117.59,"Unnamed, location 2",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-31.3,,Sediment core,31.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_3,33.75,-118.83,"Unnamed, location 3",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-10.7,,Sediment core,28.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_3,33.75,-118.83,"Unnamed, location 3",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-6.7,,Sediment core,28.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_3,33.75,-118.83,"Unnamed, location 3",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-7.2,,Sediment core,28.0,Abyssal,,,,Unknown,,,,Other,
Kaplan_etal_1963_4,34.25,-120.05,"Unnamed, location 4",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-26.6,,Sediment core,22.0,Slope,,,,Unknown,,,,Other,
Kaplan_etal_1963_4,34.25,-120.05,"Unnamed, location 4",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-17.3,,Sediment core,22.0,Slope,,,,Unknown,,,,Other,
Kaplan_etal_1963_4,34.25,-120.05,"Unnamed, location 4",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-18.6,,Sediment core,22.0,Slope,,,,Unknown,,,,Other,
Kaplan_etal_1963_4,34.25,-120.05,"Unnamed, location 4",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-19.9,,Sediment core,22.0,Slope,,,,Unknown,,,,Other,
Kaplan_etal_1963_5,33.6,-117.9,"Unnamed, location 5",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-20.0,,Sediment core,0.0,Shelf,0.0,,,Unknown,,,,Other,
Kaplan_etal_1963_5,33.6,-117.9,"Unnamed, location 5",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-27.1,,Sediment core,0.0,Shelf,0.0,,,Unknown,,,,Other,
Kaplan_etal_1963_5,33.6,-117.9,"Unnamed, location 5",Kaplan et al. (1963),doi:10.1016/0016-7037(63)90074-7,-27.7,,Sediment core,0.0,Shelf,0.0,,,Unknown,,,,Other,
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.9,141.5,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.1,143.1,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-44.4,139.3,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-44.5,139.4,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-44.6,142.6,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-45.2,139.9,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-46.0,139.9,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-46.7,139.9,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-46.8,139.3,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-47.3,141.0,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-47.6,141.5,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-47.8,141.0,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-47.9,136.5,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-48.8,140.4,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-49.0,141.0,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-49.9,136.5,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.2,141.0,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.3,142.1,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.4,137.1,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.5,136.6,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.9,136.6,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.0,140.4,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.0,142.1,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.1,126.4,Sediment core,,,,,,Low,Chert,1.97,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.3,137.1,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.3,141.5,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.8,136.5,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-52.6,126.4,Sediment core,,,,,,Low,Chert,1.97,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-52.7,142.1,Sediment core,,,,,,Low,Chert,,,CRS,2001-10-04 03:00:00
198-1213B,31.5776,157.2977,ODP-1213B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-54.5,133.8,Sediment core,,,,,,Low,Chert,1.97,,CRS,2001-10-04 03:00:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-25.6,130.9,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-26.3,129.8,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-30.6,130.8,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-30.9,130.9,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-32.7,123.4,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-32.8,128.8,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-33.8,125.4,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-34.2,123.4,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-34.7,123.4,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-34.9,123.4,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-35.8,124.2,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-36.3,129.0,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-37.1,123.3,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-38.5,128.6,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-40.0,128.6,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.2,125.5,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-42.2,128.8,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.7,127.7,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-45.0,128.7,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-45.4,129.7,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-45.4,120.6,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-46.5,120.6,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.4,127.5,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.1,127.6,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.5,127.6,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-52.9,124.2,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
198-1207B,37.7906,162.7509,ODP-198-1207B,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-53.3,127.5,Sediment core,,,,,,Low,,,,CRS,2001-09-09 00:15:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-36.2,126.9,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-43.6,127.0,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-52.6,128.0,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-46.7,128.1,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-50.7,128.3,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-51.2,129.6,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
123-766A,-19.932,110.4541,ODP-766A,Kristall et al. (2018),doi:10.1016/j.palaeo.2018.01.047,-49.2,129.7,Sediment core,,,,,,Low,Clay,1.97,,CRS,1988-10-19 20:45:00
